Status,Name,Date,Key,Contents
Hurricane,Hermine,2016-09-02T01:00:00Z,AL092016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE HERMINE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092016
900 PM EDT THU SEP 01 2016

...9 PM EDT POSITION UPDATE...

The automated station on the Tyndall Tower south of Apalachicola
recently reported a sustained wind of 61 mph (98 km/h) and a wind
gust of 76 mph (122 km/h) at an elevation of 115 ft (35 m).


SUMMARY OF 900 PM EDT...0100 UTC...INFORMATION
----------------------------------------------
LOCATION...29.2N 84.6W
ABOUT 40 MI...65 KM SE OF APALACHICOLA FLORIDA
ABOUT 95 MI...155 KM W OF CEDAR KEY FLORIDA
MAXIMUM SUSTAINED WINDS...80 MPH...130 KM/H
PRESENT MOVEMENT...NNE OR 30 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...983 MB...29.03 INCHES

$$

Forecaster Beven


NNNN
"
Hurricane,Hermine,2016-09-02T01:00:00Z,AL092016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE HERMINE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092016
900 PM EDT THU SEP 01 2016

...10 PM EDT POSITION UPDATE...

The automated station on the Tyndall Tower south of Apalachicola
recently reported a sustained wind of 55 mph (89 km/h) and a wind
gust of 73 mph (117 km/h) at an elevation of 115 ft (35 m). During
the past hour, wind gusts of 52 mph (83 km/h) occurred at Keaton
Beach and Clearwater Beach, and 51 mph (81 km/h) at Cedar Key.


SUMMARY OF 1000 PM EDT...1000 UTC...INFORMATION
----------------------------------------------
LOCATION...29.4N 84.5W
ABOUT 40 MI...65 KM SE OF APALACHICOLA FLORIDA
ABOUT 60 MI...100 KM WSW OF KEATON BEACH FLORIDA
MAXIMUM SUSTAINED WINDS...80 MPH...130 KM/H
PRESENT MOVEMENT...NNE OR 30 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...984 MB...29.06 INCHES

$$

Forecaster Beven


NNNN
"
Hurricane,Hermine,2016-09-02T02:00:00Z,AL092016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM CCA

HURRICANE HERMINE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092016...CORRECTED
1000 PM EDT THU SEP 01 2016

CORRECTED DATE/TIME STAMP IN HEADER

...10 PM EDT POSITION UPDATE...

The automated station on the Tyndall Tower south of Apalachicola
recently reported a sustained wind of 55 mph (89 km/h) and a wind
gust of 73 mph (117 km/h) at an elevation of 115 ft (35 m). During
the past hour, wind gusts of 52 mph (83 km/h) occurred at Keaton
Beach and Clearwater Beach, and 51 mph (81 km/h) at Cedar Key.


SUMMARY OF 1000 PM EDT...1000 UTC...INFORMATION
----------------------------------------------
LOCATION...29.4N 84.5W
ABOUT 40 MI...65 KM SE OF APALACHICOLA FLORIDA
ABOUT 60 MI...100 KM WSW OF KEATON BEACH FLORIDA
MAXIMUM SUSTAINED WINDS...80 MPH...130 KM/H
PRESENT MOVEMENT...NNE OR 30 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...984 MB...29.06 INCHES

$$

Forecaster Beven


NNNN
"
Hurricane,Hermine,2016-09-02T16:00:00Z,AL092016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE HERMINE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092016
1200 AM EDT FRI SEP 02 2016

...12 AM EDT POSITION UPDATE...

An automated station at Keaton Beach, Florida, recently reported a
sustained wind of 45 mph (72 km/h) and a gust to 60 mph (96 km/h).


SUMMARY OF 1200 AM EDT...0400 UTC...INFORMATION
----------------------------------------------
LOCATION...29.8N 84.2W
ABOUT 40 MI...65 KM SSE OF TALLAHASSEE FLORIDA
ABOUT 35 MI...60 KM W OF KEATON BEACH FLORIDA
MAXIMUM SUSTAINED WINDS...80 MPH...130 KM/H
PRESENT MOVEMENT...NNE OR 30 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...984 MB...29.06 INCHES

$$

Forecaster Avila/Stewart


NNNN
"
Hurricane,Hermine,2016-09-02T05:00:00Z,AL092016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE HERMINE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092016
100 AM EDT FRI SEP 02 2016

...100 AM EDT POSITION UPDATE...
...HERMINE EXPECTED TO MAKE LANDFALL IN FLORIDA BIG BEND AREA DURING
THE NEXT HOUR...

An automated station at Keaton Beach, Florida, recently reported a
sustained wind of 46 mph (74 km/h) and a gust to 67 mph (107 km/h).
Reports from a NOAA tide gauge indicate that at least 5.7 feet above
MHHW/inundation is occurring at Cedar Key, Florida.


SUMMARY OF 100 AM EDT...0500 UTC...INFORMATION
----------------------------------------------
LOCATION...30.0N 84.2W
ABOUT 30 MI...50 KM SSE OF TALLAHASSEE FLORIDA
ABOUT 35 MI...60 KM WNW OF KEATON BEACH FLORIDA
MAXIMUM SUSTAINED WINDS...80 MPH...130 KM/H
PRESENT MOVEMENT...NNE OR 30 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...982 MB...29.00 INCHES

$$

Forecaster Avila/Stewart


NNNN
"
Hurricane,Hermine,2016-09-02T05:40:00Z,AL092016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE HERMINE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092016
140 AM EDT FRI SEP 02 2016

...HERMINE MAKES LANDFALL ALONG THE FLORIDA COAST JUST EAST OF
ST. MARKS...

Data from the NOAA WSR-88D Doppler radar indicate that the center
of Hurricane Hermine made landfall around 130 am EDT...0530 UTC...
along the Florida Big Bend coast just east of St. Marks, Florida,
near the Wakulla-Jefferson County line, with maximum sustained winds
of near 80 mph and a central pressure of 982 mb...29.00 inches.


SUMMARY OF 130 AM EDT...0530 UTC...INFORMATION
----------------------------------------------
LOCATION...30.1N 84.1W
ABOUT 5 MI...10 KM ESE OF ST. MARKS FLORIDA
ABOUT 25 MI...40 KM SSE OF TALLAHASSEE FLORIDA
MAXIMUM SUSTAINED WINDS...80 MPH...130 KM/H
PRESENT MOVEMENT...NNE OR 30 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...982 MB...29.00 INCHES

$$

Forecaster Avila/Stewart


NNNN
"
Hurricane,Hermine,2016-09-02T07:00:00Z,AL092016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE HERMINE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092016
300 AM EDT FRI SEP 02 2016

...300 AM EDT POSITION UPDATE...
...HERMINE MOVING FARTHER INLAND OVER THE EASTERN FLORIDA
PANHANDLE...

During the past hour, an automated station at Keaton Beach, Florida,
reported a sustained wind of 52 mph (83 km/h) and a gust to 67 mph
(107 km/h), and a gust to 55 mph (89 km/h) was reported at Perry,
Florida.  Recent reports from a NOAA tide gauge indicate that at
least 5.8 feet above MHHW/inundation is still occurring at Cedar
Key, Florida.


SUMMARY OF 300 AM EDT...0700 UTC...INFORMATION
----------------------------------------------
LOCATION...30.4N 83.9W
ABOUT 25 MI...40 KM E OF TALLAHASSEE FLORIDA
ABOUT 45 MI...75 KM SW OF VALDOSTA GEORGIA
MAXIMUM SUSTAINED WINDS...80 MPH...130 KM/H
PRESENT MOVEMENT...NNE OR 30 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...983 MB...29.03 INCHES

$$

Forecaster Avila/Stewart


NNNN
"
Hurricane,Hermine,2016-09-02T08:00:00Z,AL092016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE HERMINE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092016
400 AM EDT FRI SEP 02 2016

...400 AM EDT POSITION UPDATE...
...HERMINE WEAKENING AS IT MOVES INTO SOUTHERN GEORGIA...

During the past hour, an automated station at Keaton Beach, Florida,
reported a sustained wind of 52 mph (83 km/h) and a gust to 67 mph
(107 km/h), and a gust to 55 mph (89 km/h) was reported at Perry,
Florida.  Recent reports from a NOAA tide gauge indicate that at
least 5.8 feet above MHHW/inundation is still occurring at Cedar
Key, Florida.

SUMMARY OF 400 AM EDT...0800 UTC...INFORMATION
----------------------------------------------
LOCATION...30.6N 83.8W
ABOUT 35 MI...55 KM ENE OF TALLAHASSEE FLORIDA
ABOUT 35 MI...55 KM WSW OF VALDOSTA GEORGIA
MAXIMUM SUSTAINED WINDS...75 MPH...120 KM/H
PRESENT MOVEMENT...NNE OR 25 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...986 MB...29.12 INCHES

$$

Forecaster Avila/Stewart


NNNN
"
Hurricane,Matthew,2016-09-30T05:20:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
120 AM AST FRI SEP 30 2016

Reports from an Air Force Reserve Hurricane Hunter aircraft
indicate that Matthew has rapidly strengthened and that the maximum
sustained winds are now near 100 mph (160 km/h).  A special
advisory will be issued by 2 AM AST to update the intensity
forecast.


$$
Forecaster Beven


NNNN
"
Hurricane,Matthew,2016-10-03T21:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
500 PM EDT MON OCT 03 2016

At 500 pm EDT, 2100 UTC, the government of Jamaica has discontinued
the Hurricane Warning, and has replaced it with a Tropical Storm
Warning for the entire island.

$$
Forecaster Stewart


NNNN
"
Hurricane,Matthew,2016-10-04T23:45:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
745 PM EDT TUE OCT 04 2016

...HURRICANE WATCH ISSUED FOR LAKE OKEECHOBEE...

A Hurricane Watch has been issued for Lake Okeechobee in South
Florida.

$$
Forecaster Stewart


NNNN
"
Hurricane,Matthew,2016-10-06T16:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
1200 PM EDT THU OCT 06 2016

...12 PM POSITION UPDATE...

SUMMARY OF 1200 PM EDT...1600 UTC...INFORMATION
-----------------------------------------------
LOCATION...25.3N 78.0W
ABOUT 45 MI...70 KM WNW OF NASSAU BAHAMAS
ABOUT 160 MI...260 KM SE OF WEST PALM BEACH
MAXIMUM SUSTAINED WINDS...140 MPH...220 KM/H
PRESENT MOVEMENT...NW OR 325 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...940 MB...27.76 INCHES

$$
Forecaster Kimberlain/Pasch

NNNN
"
Hurricane,Matthew,2016-10-06T17:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
100 PM EDT THU OCT 06 2016

...1 PM POSITION UPDATE...

An automated station in the Berry Islands, Bahamas, reported a
sustained wind of 59 mph (95 km/h), with gusts to 76 mph (120
km/h) during the past hour.

SUMMARY OF 100 PM EDT...1700 UTC...INFORMATION
-----------------------------------------------
LOCATION...25.5N 78.2W
ABOUT 80 MI...125 KM SSE OF FREEPORT BAHAMAS
ABOUT 145 MI...230 KM SE OF WEST PALM BEACH
MAXIMUM SUSTAINED WINDS...140 MPH...220 KM/H
PRESENT MOVEMENT...NW OR 325 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...940 MB...27.76 INCHES

$$
Forecaster Kimberlain/Pasch

NNNN
"
Hurricane,Matthew,2016-10-06T19:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
300 PM EDT THU OCT 06 2016

...3 PM EDT POSITION UPDATE...

A NOAA station at Settlement Point on Grand Bahama recently reported
a sustained wind of 45 mph (72 km/h) and a wind gust of 48 mph
(78 km/h).  A National Ocean Service station at Lake Worth Pier,
Florida, recently reported a sustained wind of 40 mph (65 km/h) and
a wind gust of 47 mph (76 km/h).

SUMMARY OF 300 PM EDT...1900 UTC...INFORMATION
-----------------------------------------------
LOCATION...25.8N 78.3W
ABOUT 55 MI...90 KM SSE OF FREEPORT BAHAMAS
ABOUT 130 MI...205 KM ESE OF WEST PALM BEACH FLORIDA
MAXIMUM SUSTAINED WINDS...140 MPH...220 KM/H
PRESENT MOVEMENT...NW OR 325 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...939 MB...27.73 INCHES

$$
Forecaster Brennan

NNNN
"
Hurricane,Matthew,2016-10-06T20:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
400 PM EDT THU OCT 06 2016

...4 PM EDT POSITION UPDATE...

A NOAA station at Settlement Point on Grand Bahama recently reported
a sustained wind of 47 mph (76 km/h) and a wind gust of 55 mph
(89 km/h).  A National Ocean Service station at Lake Worth Pier,
Florida, recently reported a sustained wind of 38 mph (61 km/h) and
a wind gust of 45 mph (72 km/h).

SUMMARY OF 400 PM EDT...2000 UTC...INFORMATION
-----------------------------------------------
LOCATION...26.0N 78.4W
ABOUT 40 MI...70 KM SE OF FREEPORT BAHAMAS
ABOUT 115 MI...185 KM ESE OF WEST PALM BEACH FLORIDA
MAXIMUM SUSTAINED WINDS...140 MPH...220 KM/H
PRESENT MOVEMENT...NW OR 325 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...938 MB...27.70 INCHES

$$
Forecaster Brennan

NNNN
"
Hurricane,Matthew,2016-10-06T22:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
600 PM EDT THU OCT 06 2016

...NORTHERN EYEWALL OF MATTHEW LASHING FREEPORT...
...6 PM EDT POSITION UPDATE...

A NOAA station at Settlement Point on Grand Bahama recently reported
a sustained wind of 58 mph (95 km/h) and a wind gust of 74 mph
(120 km/h).  A National Ocean Service station at Lake Worth Pier,
Florida, recently reported a sustained wind of 41 mph (66 km/h) and
a wind gust of 48 mph (78 km/h).


SUMMARY OF 600 PM EDT...2200 UTC...INFORMATION
-----------------------------------------------
LOCATION...26.4N 78.7W
ABOUT 10 MI...15 KM SE OF FREEPORT GRAND BAHAMA
ABOUT 90 MI...145 KM ESE OF WEST PALM BEACH FLORIDA
MAXIMUM SUSTAINED WINDS...140 MPH...220 KM/H
PRESENT MOVEMENT...NW OR 325 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...938 MB...27.70 INCHES

$$
Forecaster Brennan

NNNN
"
Hurricane,Matthew,2016-10-06T23:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
700 PM EDT THU OCT 06 2016

...98-MPH WIND GUST REPORTED AT SETTLEMENT POINT...
...7 PM EDT POSITION UPDATE...

A NOAA station at Settlement Point on Grand Bahama recently reported
a sustained wind of 75 mph (120 km/h) and a wind gust of 98 mph
(157 km/h).  A National Ocean Service station at Lake Worth Pier,
Florida, recently reported a sustained wind of 44 mph (71 km/h) and
a wind gust of 55 mph (89 km/h).


SUMMARY OF 700 PM EDT...2300 UTC...INFORMATION
-----------------------------------------------
LOCATION...26.4N 78.8W
ABOUT 5 MI...10 KM S OF FREEPORT GRAND BAHAMA
ABOUT 85 MI...135 KM ESE OF WEST PALM BEACH FLORIDA
MAXIMUM SUSTAINED WINDS...140 MPH...220 KM/H
PRESENT MOVEMENT...NW OR 325 DEGREES AT 13 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...939 MB...27.73 INCHES

$$
Forecaster Brennan

NNNN
"
Hurricane,Matthew,2016-10-07T01:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
900 PM EDT THU OCT 06 2016

...EYE OF MATTHEW NOW NORTHWEST OF GRAND BAHAMA...
...9 PM EDT POSITION UPDATE...

An automated station at West End on Grand Bahama recently reported a
sustained wind of 73 mph (117 km/h) and a pressure of 947.1 mb
(27.97 inches).  Palm Beach International Airport recently reported
a wind gust of 50 mph (80 km/h).


SUMMARY OF 900 PM EDT...0100 UTC...INFORMATION
-----------------------------------------------
LOCATION...26.8N 79.0W
ABOUT 25 MI...40 KM NNW OF FREEPORT GRAND BAHAMA ISLAND
ABOUT 70 MI...110 KM E OF WEST PALM BEACH FLORIDA
MAXIMUM SUSTAINED WINDS...130 MPH...210 KM/H
PRESENT MOVEMENT...NW OR 325 DEGREES AT 13 MPH...20 KM/H
MINIMUM CENTRAL PRESSURE...939 MB...27.73 INCHES

$$
Forecaster Brennan

NNNN
"
Hurricane,Matthew,2016-10-07T02:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
1000 PM EDT THU OCT 06 2016

...MATTHEW STILL PRODUCING STRONG WINDS OVER GRAND BAHAMA...
...10 PM EDT POSITION UPDATE...

An automated station at West End on Grand Bahama Island recently
reported a sustained wind of 64 mph (104 km/h) and a pressure of
943.1 mb (27.85 inches).  Vero Beach, Florida, recently reported a
wind gust of 50 mph (80 km/h).


SUMMARY OF 1000 PM EDT...0200 UTC...INFORMATION
-----------------------------------------------
LOCATION...27.0N 79.1W
ABOUT 65 MI...105 KM ENE OF WEST PALM BEACH FLORIDA
ABOUT 135 MI...215 KM SE OF CAPE CANAVERAL FLORIDA
MAXIMUM SUSTAINED WINDS...130 MPH...210 KM/H
PRESENT MOVEMENT...NW OR 325 DEGREES AT 13 MPH...20 KM/H
MINIMUM CENTRAL PRESSURE...937 MB...27.67 INCHES

$$
Forecaster Brennan

NNNN
"
Hurricane,Matthew,2016-10-07T16:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
1200 AM EDT FRI OCT 07 2016

...12 AM EDT POSITION UPDATE...
...MATTHEW CONTINUES TO MOVE AWAY FROM THE NORTHWESTERN BAHAMAS

During the past hour, a wind gust of 55 mph (89 km/h) was reported
at Stuart, Florida, and a gust of 54 mph (87 km/h) has occurred at
Vero Beach, Florida.


SUMMARY OF 1200 AM EDT...0400 UTC...INFORMATION
-----------------------------------------------
LOCATION...27.3N 79.4W
ABOUT 60 MI...100 KM ESE OF FT. PIERCE FLORIDA
ABOUT 105 MI...170 KM SE OF CAPE CANAVERAL FLORIDA
MAXIMUM SUSTAINED WINDS...130 MPH...210 KM/H
PRESENT MOVEMENT...NW OR 325 DEGREES AT 13 MPH...20 KM/H
MINIMUM CENTRAL PRESSURE...939 MB...27.73 INCHES

$$
Forecaster Stewart

NNNN
"
Hurricane,Matthew,2016-10-07T05:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
100 AM EDT FRI OCT 07 2016

...1 AM EDT POSITION UPDATE...
...SUSTAINED TROPICAL-STORM-FORCE WINDS OCCURRING ALONG THE FLORIDA
EAST COAST...

During the past hour, a sustained wind of 44 mph (70 km/h) and a
gust of 62 mph (100 km/h) were reported at Vero Beach, Florida.


SUMMARY OF 100 AM EDT...0500 UTC...INFORMATION
-----------------------------------------------
LOCATION...27.5N 79.6W
ABOUT 50 MI...100 KM ESE OF VERO BEACH FLORIDA
ABOUT 90 MI...140 KM SE OF CAPE CANAVERAL FLORIDA
MAXIMUM SUSTAINED WINDS...130 MPH...210 KM/H
PRESENT MOVEMENT...NW OR 325 DEGREES AT 13 MPH...20 KM/H
MINIMUM CENTRAL PRESSURE...939 MB...27.73 INCHES

$$
Forecaster Stewart

NNNN
"
Hurricane,Matthew,2016-10-07T07:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
300 AM EDT FRI OCT 07 2016

...3 AM EDT POSITION UPDATE...
...SUSTAINED HURRICANE-FORCE WINDS OCCURRING JUST OFFSHORE OF THE
FLORIDA EAST COAST...

During the past hour, a sustained wind of 49 mph (80 km/h) and a
gust of 71 mph (115 km/h) were reported at Vero Beach, Florida,
while a sustained wind of 45 mph (72 km/h) and a gust of 63 mph
(102 km/h) were reported at Melbourne, Florida.


SUMMARY OF 300 AM EDT...0700 UTC...INFORMATION
-----------------------------------------------
LOCATION...27.8N 79.8W
ABOUT 55 MI...90 KM ESE OF MELBOURNE FLORIDA
ABOUT 65 MI...105 KM SE OF CAPE CANAVERAL FLORIDA
MAXIMUM SUSTAINED WINDS...120 MPH...195 KM/H
PRESENT MOVEMENT...NW OR 325 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...938 MB...27.70 INCHES

$$
Forecaster Stewart

NNNN
"
Hurricane,Matthew,2016-10-07T07:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
300 AM EDT FRI OCT 07 2016

...3 AM EDT POSITION UPDATE...
...SUSTAINED HURRICANE-FORCE WINDS OCCURRING JUST OFFSHORE OF THE
FLORIDA EAST COAST...

During the past hour, a sustained wind of 49 mph (80 km/h) and a
gust of 71 mph (115 km/h) were reported at Vero Beach, Florida,
while a sustained wind of 45 mph (72 km/h) and a gust of 63 mph
(102 km/h) were reported at Melbourne, Florida.


SUMMARY OF 300 AM EDT...0700 UTC...INFORMATION
-----------------------------------------------
LOCATION...27.8N 79.8W
ABOUT 55 MI...90 KM ESE OF MELBOURNE FLORIDA
ABOUT 65 MI...105 KM SE OF CAPE CANAVERAL FLORIDA
MAXIMUM SUSTAINED WINDS...120 MPH...195 KM/H
PRESENT MOVEMENT...NW OR 325 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...938 MB...27.70 INCHES

$$
Forecaster Stewart

NNNN
"
Hurricane,Matthew,2016-10-07T08:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
400 AM EDT FRI OCT 07 2016

...4 AM EDT POSITION UPDATE...
...WESTERN EDGE OF MATTHEW'S EYEWALL APPROACHING CAPE CANAVERAL...

During the past hour, a sustained wind of 46 mph (74 km/h) and a
gust of 70 mph (113 km/h) were reported at Melbourne, Florida,
while a gust of 45 mph (73 km/h) was reported at Orlando, Florida.


SUMMARY OF 400 AM EDT...0800 UTC...INFORMATION
-----------------------------------------------
LOCATION...28.0N 79.9W
ABOUT 45 MI...75 KM E OF MELBOURNE FLORIDA
ABOUT 50 MI...80 KM ESE OF CAPE CANAVERAL FLORIDA
MAXIMUM SUSTAINED WINDS...120 MPH...195 KM/H
PRESENT MOVEMENT...NW OR 325 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...938 MB...27.70 INCHES

$$
Forecaster Cangialosi/Stewart

NNNN
"
Hurricane,Matthew,2016-10-07T10:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
600 AM EDT FRI OCT 07 2016

...6 AM EDT POSITION UPDATE...
...WESTERN EDGE OF MATTHEW'S EYEWALL BRUSHING CAPE CANAVERAL...

During the past hour, a wind gust of 100 mph (160 km/h) occurred on
Cape Canaveral.


SUMMARY OF 600 AM EDT...1000 UTC...INFORMATION
-----------------------------------------------
LOCATION...28.4N 80.1W
ABOUT 25 MI...40 KM E OF CAPE CANAVERAL FLORIDA
MAXIMUM SUSTAINED WINDS...120 MPH...195 KM/H
PRESENT MOVEMENT...NNW OR 330 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...938 MB...27.70 INCHES

$$
Forecaster Stewart/Berg

NNNN
"
Hurricane,Matthew,2016-10-07T11:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
700 AM EDT FRI OCT 07 2016

...7 AM EDT POSITION UPDATE...
...WESTERN EDGE OF MATTHEW'S EYEWALL CONTINUES TO BRUSH CAPE
CANAVERAL...

During the past hour, a wind gust of 107 mph (170 km/h) occurred on
the tip of Cape Canaveral.


SUMMARY OF 700 AM EDT...1100 UTC...INFORMATION
-----------------------------------------------
LOCATION...28.6N 80.1W
ABOUT 35 MI...60 KM ENE OF CAPE CANAVERAL FLORIDA
ABOUT 70 MI...110 KM SE OF DAYTONA BEACH FLORIDA
MAXIMUM SUSTAINED WINDS...120 MPH...195 KM/H
PRESENT MOVEMENT...NNW OR 330 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...938 MB...27.70 INCHES

$$
Forecaster Kimberlain

NNNN
"
Hurricane,Matthew,2016-10-07T13:00:00Z,AL142016,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE MATTHEW TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142016
900 AM EDT FRI OCT 07 2016

...9 AM EDT POSITION UPDATE...
...MATTHEW'S EYEWALL BRUSHING THE COAST OF NORTH-CENTRAL FLORIDA...

During the past hour, a wind gust to 68 mph (109 km/h) has been
reported at Daytona Beach.


SUMMARY OF 900 AM EDT...1300 UTC...INFORMATION
-----------------------------------------------
LOCATION...29.0N 80.3W
ABOUT 45 MI...75 KM NNE OF CAPE CANAVERAL FLORIDA
ABOUT 45 MI...75 KM SE OF DAYTONA BEACH FLORIDA
MAXIMUM SUSTAINED WINDS...120 MPH...195 KM/H
PRESENT MOVEMENT...NNW OR 330 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...945 MB...27.91 INCHES

$$
Forecaster Brown

NNNN
"
