Status,Name,Adv,Date,Contents
Tropical Storm,Alex,11,1998-07-30T03:00:00Z,"ZCZC MIATCDAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM ALEX DISCUSSION NUMBER  11
NATIONAL WEATHER SERVICE MIAMI FL
11 PM EDT WED JUL 29 1998
 
SATELLITE PICTURES OF ALEX SHOW A LESS COHERENT PATTERN THAN 24
HOURS AGO.  DEEP CONVECTION IS LIMITED AND NOT WELL ORGANIZED AND
THE OVERALL CONFIGURATION...PARTICULARLY AT MID LEVELS...HAS BEEN
ELONGATED FROM SOUTHWEST TO NORTHEAST BY AN INTERACTION WITH A
COMPLEX CYCLONIC CIRCULATION SEEN NEARBY IN WATER VAPOR IMAGERY.
THE INITIAL WIND SPEED FOR THIS ADVISORY IS AGAIN 35 KT.
 
ALEX IS MOVING JUST NORTH OF DUE WEST AT ABOUT 13 KT.  WHETHER ALEX
HAS A DIRECT IMPACT ON THE LESSER ANTILLES DEPENDS ON HOW SOON AND
HOW MUCH THE WESTERN SIDE OF THE ANTICYCLONE TO THE NORTH IS ERODED
WHEN THE LONGWAVE TROUGH ALONG THE EAST COAST IS REINFORCED.
YESTERDAY...THE 12Z NOGAPS SEEMED TO PROVIDE THE BEST GUIDANCE...
KEEPING A STRONGER HIGH TO THE NORTH AND A MORE WESTERLY TRACK THAN
SHOWN BY THE OTHER MODELS.  THERE IS A SIMILAR DIFFERENCE TODAY WITH
THE NEW 18Z AVN NOW ALSO SHOWING A PROLONGED WESTWARD HEADING...
THROUGH 36-48 HOURS.  IN DEFERENCE TO YESTERDAYS PARTIAL
VERIFICATION...THE OFFICIAL FORECAST IS ON THE LEFT SIDE OF THE
CLUSTER OF 12Z AVN-BASED TRACKS...BUT NOT AS FAR SOUTH AS THE
NOGAPS.
  
INTENSIFICATION IS STILL POSSIBLE AND THE GFDL AND SHIPS SCHEMES
BRING ALEX TO THE THRESHOLD OF HURRICANE STRENGTH BY 72 HOURS.  THE
OFFICIAL FORECAST ALSO SHOWS STRENGTHENING...BUT THIS IS POSTPONED
ABOUT A DAY...UNTIL THE PERIOD WHEN THE AVN SHOWS A SOMEWHAT MORE
FAVORABLE UPPER-LEVEL PATTERN.
 
RAPPAPORT
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     30/0300Z 14.3N  43.2W    35 KTS
12HR VT     30/1200Z 14.5N  45.1W    35 KTS
24HR VT     31/0000Z 15.0N  47.7W    40 KTS
36HR VT     31/1200Z 15.5N  50.6W    45 KTS
48HR VT     01/0000Z 16.5N  53.1W    50 KTS
72HR VT     02/0000Z 18.0N  58.0W    55 KTS
 
 
NNNN
"
Tropical Storm,Alex,12,1998-07-30T09:00:00Z,"ZCZC MIATCDAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM ALEX DISCUSSION NUMBER  12
NATIONAL WEATHER SERVICE MIAMI FL
5 AM EDT THU JUL 30 1998

THE STORM CONTINUES TO LOOK LESS-ORGANIZED THAN IT DID 24 HOURS
AGO...AND MAXIMUM WIND ESTIMATE IS UNCHANGED FOR THIS ADVISORY. 
INFRARED IMAGERY SHOWS SOUTHERLY SHEARING OVER ALEX...ALTHOUGH WATER
VAPOR ANIMATION SUGGESTS FAIRLY WEAK SHEAR JUST AHEAD.  SINCE THE
SYSTEM HAS FAILED TO STRENGTHEN SIGNIFICANTLY THUS FAR...NO CHANGE
IS FORECAST FOR THE NEXT 24 HOURS WITH ONLY A MODEST INCREASE
THEREAFTER.  THE SHIPS MODEL GIVES A SIMILAR INTENSITY FORECAST.

MOTION CONTINUES SLIGHTLY NORTH OF WEST AROUND 13 KT.  ACCORDING TO
THE NCEP GLOBAL MODEL...A MID/UPPER LEVEL CYCLONE/VORTMAX IS
PREDICTED TO BE BETWEEN THE SUBTROPICAL RIDGE AND ALEX IN 2-3 DAYS. 
THIS FEATURE...IF IT VERIFIES...WOULD INDUCE A MORE NORTHWESTWARD
MOTION LATER IN THE FORECAST PERIOD.  THE LATEST NOGAPS RUN PAINTS A
SIMILAR PICTURE.  HOWEVER...THE 00Z GFDL MODEL RUN SHOWS A MORE
SOUTHERN TRACK.  IN DEFERENCE TO THE LATTER MODEL...THE OFFICIAL
FORECAST ONLY BENDS THE TRACK TOWARD THE WEST-NORTHWEST DURING THE
NEXT COUPLE OF DAYS.  THIS IS VERY SIMILAR TO THE PREVIOUS NHC
FORECAST.         

PASCH
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     30/0900Z 14.5N  44.8W    35 KTS
12HR VT     30/1800Z 14.8N  46.8W    35 KTS
24HR VT     31/0600Z 15.3N  49.5W    40 KTS
36HR VT     31/1800Z 16.0N  52.0W    45 KTS
48HR VT     01/0600Z 16.8N  54.5W    50 KTS
72HR VT     02/0600Z 18.5N  59.5W    55 KTS
 
 
NNNN
"
Tropical Storm,Alex,13,1998-07-30T15:00:00Z,"ZCZC MIATCDAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM ALEX DISCUSSION NUMBER  13
NATIONAL WEATHER SERVICE MIAMI FL
11 AM EDT THU JUL 30 1998

THERE IS AN AREA OF CONCENTRATED CONVECTION NEAR THE CENTER AND
CONSEQUENTLY THE DVORAK T-NUMBERS ARE 3.0 FROM BOTH TAFB AND SAB.
THEREFORE...THE WINDS ARE ADJUSTED TO 45 KNOTS.  THE OUTFLOW IS
PARTIALLY RESTRICTED BUT IS ENOUGH TO MAINTAIN THE SYSTEM. THERE ARE
HOSTILE UPPER LEVEL WINDS AHEAD OF THE STORM...HOWEVER ...GLOBAL
MODELS SUGGEST THAT THESE WESTERLIES WILL WEAKEN OR RETROGRADE AND
THEN SOME SOUTHERLY SHEAR MAY DEVELOP. THE OFFICIAL FORECAST CALLS
FOR SOME STRENGTHENING SINCE THE GFDL AND SHIPS MODELS BRING THE
TROPICAL CYCLONE TO 65 TO 65 KNOTS BY 72 HOURS.  ON THE LONGER
RANGE...4-5 DAYS... THE UPPER LEVEL WINDS BECOME A LITTLE MORE
FAVORABLE IN THE AREA BETWEEN PUERTO RICO AND BERMUDA.

ALEX IS CURRENTLY MOVING AROUND THE PERIPHERY OF A WELL ESTABLISHED
DEEP LAYER MEAN RIDGE AT ABOUT 280/13.  THIS RIDGE IS FORECAST TO
HAVE A WEAKNESS ALONG 60-65 WEST. THIS WOULD INDUCE A TRACK MORE TO
THE WEST-NORTHWEST AND NORTHWEST BY THE END OF THE FORECAST PERIOD.
ON THIS TRACK...ALEX WOULD SKIRT THE NORTHERN LEEWARD ISLANDS BUT
THEY STILL NEED TO MONITOR THIS STORM. THE OFFICIAL FORECAST IS VERY
CLOSE TO THE GFDL BUT TO THE SOUTH OF MOST OF THE OTHER GUIDANCE.  

THE HIGH ALTITUDE NOOA JET IS SCHEDULED TO SAMPLE THE ENVIRONMENT
SURROUNDING THE TROPICAL CYCLONE LATE FRIDAY.

AVILA 

FORECAST POSITIONS AND MAX WINDS
 
INITIAL     30/1500Z 14.8N  46.1W    45 KTS
12HR VT     31/0000Z 15.1N  48.1W    50 KTS
24HR VT     31/1200Z 15.8N  50.8W    55 KTS
36HR VT     01/0000Z 16.5N  53.5W    60 KTS
48HR VT     01/1200Z 17.0N  56.0W    60 KTS
72HR VT     02/1200Z 20.0N  60.5W    60 KTS
 
 
NNNN
"
Tropical Storm,Alex,14,1998-07-30T21:00:00Z,"ZCZC MIATCDAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM ALEX DISCUSSION NUMBER  14
NATIONAL WEATHER SERVICE MIAMI FL
5 PM EDT THU JUL 30 1998

ALEX HAS MAINTAINED ITS DEEP CONVECTION NEAR THE CENTER DURING THE
PAST SEVERAL HOURS WHILE THE OUTFLOW IS BECOMING A LITTLE BETTER
ORGANIZED.  HOWEVER...T-NUMBERS REMAIN ABOUT 3.0 SO THE WINDS ARE
KEPT AT 45 KNOTS AT THIS TIME. ALEX IS DEFINITIVELY BETTER ORGANIZED
THAN YESTERDAY AT THIS TIME. A SHEARING ENVIRONMENT IS EXPECTED TO
PERSIST AHEAD OF THE STORM BUT IT WILL BE WEAK ENOUGH TO ALLOW SOME
SLOW STRENGTHENING OF THE STORM.  THE OFFICIAL FORECAST BRINGS ALEX
TO A 65-KNOT HURRICANE BY 48 HOURS AS SUGGESTED BY THE GFDL AND
SHIPS MODELS.  ON THE LONGER RANGE...4-5 DAYS... THE UPPER LEVEL
WINDS BECOME A LITTLE MORE FAVORABLE IN THE AREA BETWEEN PUERTO RICO
AND BERMUDA.

MOST OF THE MODELS CONTINUE TO SHOW THE SAME SCENARIO. A WELL
ESTABLISHED DEEP LAYER MEAN RIDGE WHICH IS FORECAST TO HAVE A
WEAKNESS ALONG 60-65 WEST.  THIS PATTERN WOULD INDUCE A TRACK MORE
TO THE WEST-NORTHWEST AND NORTHWEST BY THE END OF THE FORECAST
PERIOD.  ON THIS TRACK...THE CORE OF ALEX WOULD SKIRT THE NORTHERN
LEEWARD ISLANDS AS INDICATED IN THE OFFICIAL FORECAST WHICH IN FACT
IS CLOSE TO THE GFDL.

LONG RANGE MODELS ARE DEVELOPING A LARGE TROUGH ALONG EAST COAST OF
THE UNITED STATES.  IF THIS VERFIES...THE TROPICAL CYCLONE WILL TAKE
A MORE NORTHERLY TRACK OVER THE OPEN ATLANTIC.
 
AVILA
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     30/2100Z 15.2N  46.9W    45 KTS
12HR VT     31/0600Z 15.6N  48.9W    50 KTS
24HR VT     31/1800Z 16.2N  51.5W    55 KTS
36HR VT     01/0600Z 17.0N  54.0W    60 KTS
48HR VT     01/1800Z 18.0N  56.0W    65 KTS
72HR VT     02/1800Z 21.0N  61.0W    65 KTS
 
 
NNNN
"
Tropical Storm,Alex,15,1998-07-31T03:00:00Z,"ZCZC MIATCDAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM ALEX DISCUSSION NUMBER  15
NATIONAL WEATHER SERVICE MIAMI FL
11 PM EDT THU JUL 30 1998
 
ALEX IS GENERATING A CENTRAL AREA OF INTENSE CONVECTION WITH A
FAIRLY SYMMETRICAL HIGH-LEVEL OUTFLOW.  AT AN INTERMEDIATE
LEVEL...HOWEVER...THERE REMAINS A DISTINCT SSW CURRENT ACROSS THE
STORM ASSOCIATED WITH THE UPPER TROUGH AHEAD OF THE STORM.  THIS IS
JUST ONE PART OF A COMPLICATED CIRCULATION ALOFT THAT INCLUDES A
WELL-DEFINED VORTEX SEEN IN WATER VAPOR IMAGERY ABOUT 10 DEGREES TO
THE NORTHWEST OF ALEX.  THE AVN MODEL SHOWS THAT VORTEX AT 300-500
MB.  

THE INTENSE OUTFLOW AT CIRRUS LEVEL HAS OBSCURED THE CENTRAL
FEATURES...MAKING POSITIONING SOMEWHAT MORE DIFFICULT.  ANALYSES
FROM TAFB...SAB..AND AFWA...HOWEVER...INDICATE THAT A HEADING TOWARD
THE WNW HAS BEGUN...PERHAPS BECAUSE THE SYSTEM IS NOW DEEP ENOUGH TO
RESPOND MORE TO THE UPPER LEVEL FLOW IN ITS ENVIRONMENT.  THE MOTION
IS ESTIMATED AT 290/11 KT.  WIND SPEED IS NEAR 45 KT.
 
THE PATTERN ALOFT IS FORECAST TO REMAIN COMPLEX...WITH THE AVN
KEEPING A VORTEX TO THE NW-N OF ALEX THROUGH 72 HOURS.  THIS
IS INTERPRETED AS A GENERAL WEAKNESS IN THE HEIGHT PATTERN THAT
SHOULD ALLOW FOR AN INCREASE IN THE NORTHWARD COMPONENT.  THE
RELATIVE POSITIONS OF THE FEATURES WILL PROBABLY INFLUENCE HOW
SMOOTH THE TRANSITION IN TRACK WILL BE.  THE TRACK GUIDANCE SHOWS
LITTLE DIVERSITY.  THE OFFICIAL FORECAST IS NEAR THE CENTER OF THE
CLUSTER OF MODEL TRACKS AND VERY SIMILAR TO THE 18 AVN AND 12Z
NOGAPS FORECASTS.

THE INTENSITY FORECAST IS THE SAME AS 6 HOURS AGO.
 
RAPPAPORT
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     31/0300Z 15.8N  47.6W    45 KTS
12HR VT     31/1200Z 16.3N  49.3W    50 KTS
24HR VT     01/0000Z 17.3N  51.7W    55 KTS
36HR VT     01/1200Z 18.4N  53.9W    60 KTS
48HR VT     02/0000Z 19.7N  56.3W    65 KTS
72HR VT     03/0000Z 23.5N  60.5W    65 KTS
 
 
NNNN
"
Tropical Storm,Alex,16,1998-07-31T09:00:00Z,"ZCZC MIATCDAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM ALEX DISCUSSION NUMBER  16
NATIONAL WEATHER SERVICE MIAMI FL
5 AM EDT FRI JUL 31 1998
 
THE CENTER IS DIFFICULT TO LOCATE ON INFRARED IMAGERY AS A LARGE
CDO TYPE FEATURE IS OBSCURING THE LOWER CLOUDS.  TAFB AND SAB ARE
OVER 60 NMI APART IN THEIR 0545Z POSITION ESTIMATES.  THE OFFICIAL
INITIAL POSITION AND MOTION...290/11...MAINTAIN CONTINUITY WITH THE
PREVIOUS ADVISORY.  THE POSITION IS NEAR THE SOUTHWEST EDGE OF THE
DEEP CONVECTION SUGGESTING SOME SOUTHERLY VERTICAL SHEAR.  IF THE
CENTER IS ACTUALLY EMBEDDED WITHIN THE DEEP CONVECTION...ALEX COULD
BE STRONGER THAN WE ARE ESTIMATING AND ALSO MOVING WITH MORE OF A
NORTHWARD COMPONENT OF MOTION.

THE TRACK MODELS ARE ALL CLOSELY CLUSTERED AND SHOW A MOSTLY
NORTHWESTWARD TRACK FOR THE NEXT 72 HOURS...MOVING INTO A WEAKNESS
IN THE SUBTROPICAL HIGH PRESSURE RIDGE.  THE OFFICIAL FORECAST
FOLLOWS THIS GUIDANCE AND IS SIMILAR AND AN UPDATE TO THE PREVIOUS
ADVISORY.

THE INITIAL AND FORECAST INTENSITY ARE THE SAME AS THE PREVIOUS
ADVISORY...NOTING DTHAT THE STORM COULD BE STRONGER DEPENDING ON THE
CENTER LOCATION.

LAWRENCE
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     31/0900Z 16.2N  48.9W    45 KTS
12HR VT     31/1800Z 16.7N  50.3W    50 KTS
24HR VT     01/0600Z 17.5N  52.6W    55 KTS
36HR VT     01/1800Z 19.0N  54.8W    60 KTS
48HR VT     02/0600Z 20.5N  57.0W    65 KTS
72HR VT     03/0600Z 24.5N  61.0W    65 KTS
 
 
NNNN
"
Tropical Storm,Alex,17,1998-07-31T15:00:00Z,"ZCZC MIATCDAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM ALEX DISCUSSION NUMBER  17
NATIONAL WEATHER SERVICE MIAMI FL
11 AM EDT FRI JUL 31 1998
 
ALEX HAS NOT INTENSIFY AS FORECAST. STRONGER THAN EXPECTED SOUTHERLY
SHEAR DEVELOPED OVER THE SYSTEM DURING THE PAST FEW HOURS AND THE
LOW-LEVEL CENTER BECAME EXPOSED. THE POORLY DEFINED CENTER HAS BEEN
RELOCATED TO THE SOUTH OF THE PREVIOUS POSITION.  GLOBAL MODELS ARE
NOW SUGGESTING THAT THE STRONG UPPER-LEVEL SOUTHERLY WINDS WILL
PERSIST FOR A LONGER PERIOD OF TIME...AND ARE NOT EXPECTED TO RELAX
UNTIL 72 HOURS.  INITIAL INTENSITY IS 45 KNOTS AND THE OFFICIAL
FORECAST CALLS FOR NO CHANGE AT THIS TIME. MOREOVER... WEAKENING MAY
BE INDICATED IN THE NEXT ADVISORY IF THIS TREND CONTINUES.
 
INITIAL MOTION IS 270/10.  THE STEERING PATTERN HAS NOT CHANGED AND
IF ALEX SURVIVES...IT IS EXPECTED TO TURN MORE TO THE WEST-
NORTHWEST AND NORTHWEST AS INDICATED BY MOST OF THE MODELS.  IF ALEX
BECOMES COMPLETELY EXPOSED AND WEAKENS FURTHER... THE SYSTEM COULD
MOVE MORE TO THE WEST.  HOWEVER...UPPER-LEVEL WESTERLIES HAVE BECOME
PREDOMINANT OVER THE ENTIRE EASTERN CARIBBEAN MAKING THE ENVIRONMENT
VERY HOSTILE FOR REDEVELOPMENT IN THAT AREA.
 
AVILA
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     31/1500Z 15.5N  49.5W    45 KTS
12HR VT     01/0000Z 15.7N  51.3W    45 KTS
24HR VT     01/1200Z 16.5N  53.5W    45 KTS
36HR VT     02/0000Z 17.5N  55.5W    45 KTS
48HR VT     02/1200Z 19.0N  57.5W    45 KTS
72HR VT     03/1200Z 23.5N  61.5W    45 KTS
 
 
NNNN
"
Tropical Storm,Alex,18,1998-07-31T21:00:00Z,"ZCZC MIATCDAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM ALEX DISCUSSION NUMBER  18
NATIONAL WEATHER SERVICE MIAMI FL
5 PM EDT FRI JUL 31 1998
 
YESTERDAY...WE FORECAST THAT ALEX WAS GOING TO REACH HURRICANE
STATUS IN ABOUT 48 HOURS.  INSTEAD...STRONG SOUTHERLY UPPER-LEVEL
WINDS HIT THE STORM REMOVING MOST OF THE CONVECTION FROM THE LOW-
LEVEL CENTER AND CONSEQUENTLY...WEAKENING HAS OCCURRED.  THIS
WEAKENING WAS NOT INDICATED BY ANY OF THE AVAILABLE TOOLS AND
REFLECTS HOW LITTLE WE KNOW ABOUT FORECASTING INTENSITY CHANGES.
AFTER THE FACT....IT IS SOMETIMES EASY TO FIND AN EXPLANATION.

IT APPEARS THAT THE WIND SHEAR WILL PERSIST SO WEAKENING SHOULD
CONTINUE AND ALEX COULD BE DOWNGRADED TO A TROPICAL DEPRESSION
TONIGHT OR SATURDAY.   INITIAL INTENSITY HAS BEEN ADJUSTED TO 35
KNOTS AND WINDS ARE KEPT AT 30 KNOTS THROUGH 72 HOURS.  

NOW THAT WE CAN SEE THE LOW LEVEL CENTER...WE HAVE A BETTER ESTIMATE
OF THE INITIAL MOTION WHICH IS 280/10.  A GRADUAL TURN TO THE WEST-
NORTHWEST AND NORTHWEST IS EXPECTED OF WHATEVER IS LEFT OF ALEX.
HOWEVER...IF IT BECOMES AN OPEN WAVE THE SYSTEM WILL PROBABLY
PROPAGATE WESTWARD SPREADING SHOWERS AND SQUALLS. 

THE NOAA HIGH ALTITUDE JET HAS BEGUN TO SAMPLE THE ENVIRONMENT
SURROUNDING ALEX.  

AVILA
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     31/2100Z 15.8N  51.1W    35 KTS
12HR VT     01/0600Z 16.0N  52.6W    30 KTS
24HR VT     01/1800Z 17.0N  55.0W    30 KTS
36HR VT     02/0600Z 19.5N  57.0W    30 KTS
48HR VT     02/1800Z 20.5N  59.0W    30 KTS
72HR VT     03/1800Z 24.0N  62.5W    30 KTS
 
 
NNNN
"
Tropical Storm,Alex,19,1998-08-01T03:00:00Z,"ZCZC MIATCDAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM ALEX DISCUSSION NUMBER  19
NATIONAL WEATHER SERVICE MIAMI FL
11 PM EDT FRI JUL 31 1998
 
ALEX IS STILL GENERATING A FEW CLUSTERS OF DEEP CONVECTION OVER THE
NORTHERN PART OF ITS CIRCULATION AND...AS SUGGESTED BY DVORAK
TECHNIQUE ANALYSES...THE SYSTEM IS PROBABLY STILL A TROPICAL STORM.
ESTIMATED WINDS ARE 35 KT.  DATA FROM THE NOAA HIGH-ALTITUDE JET
SEEMS TO CONFIRM THE PRESENCE OF A MID- TO UPPER-LEVEL SHEARING
PATTERN MAINLY BELOW ALEX/S CIRRUS CANOPY LEVEL.
 
THE INITIAL MOTION IS 275/11 KT.  TRACK FORECASTING BECOMES MORE
DIFFICULT THAN USUAL WHEN...LIKE NOW...IT IS ALSO TIED TO A HIGHLY
UNCERTAIN INTENSITY FORECAST.  THERE APPEAR TO BE THREE PRIMARY
POSSIBILITIES.  FIRST...IF THE SHEAR SOMEWHAT UNEXPECTEDLY DECREASES
THEN ALEX COULD STRENGTHEN AND TURN MORE TOWARD THE WNW OR NW...
DIMINISHING ANY THREAT TO THE CARIBBEAN.  SECOND...ALEX COULD WEAKEN
FURTHER OR DISSIPATE WITH ITS REMNANTS MOVING NEARLY WESTWARD...
AGAIN HAVING MINIMAL IMPACT ON THE CARIBBEAN.  THIRD...THE SYSTEM
COULD REMAIN MUCH AS IT IS...UNIMPRESSIVE ON SATELLITE PICTURES...
BUT A POTENTIAL PRODUCER OF SOME HEAVY RAIN AND THE POSSIBILITY OF
LOCAL FLOODING AND HIGH WIND GUSTS FOR THE LEEWARD ISLANDS HAVING
HIGH TERRAIN.
 
WITH SHEAR EXPECTED TO PERSIST...THE SECOND SCENARIO MIGHT BE THE
MOST LIKELY.  HOWEVER...PARTLY TO BE CAUTIONS...THE CURRENT FORECAST
HAS A LITTLE MORE OF AN INKLING OF THE THIRD POSSIBILITY THAN WE
HAVE INDICATED PREVIOUSLY.  THE TRACK IS SHIFTED TO THE LEFT A
LITTLE AND IF THIS TREND IS OBSERVED OVER THE NEXT 12-24 HOURS
...SOME CONSIDERATION WILL BE GIVEN TO ISSUING A TROPICAL
STORM WATCH OR WARNING FOR A PORTION OF THE LEEWARD ISLANDS ON
SATURDAY.  THE NHC TRACK IS BETWEEN BAMS AND CLIPER...WHICH FORM THE
SOUTHERN EXTREME OF TONIGHT/S MODEL GUIDANCE.
 
RAPPAPORT
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     01/0300Z 16.1N  52.1W    35 KTS
12HR VT     01/1200Z 16.3N  53.8W    35 KTS
24HR VT     02/0000Z 16.9N  56.6W    35 KTS
36HR VT     02/1200Z 17.9N  59.4W    35 KTS
48HR VT     03/0000Z 19.2N  61.6W    35 KTS
72HR VT     04/0000Z 22.0N  65.0W    35 KTS
 
 
NNNN
"
Tropical Storm,Alex,20,1998-08-01T09:00:00Z,"ZCZC MIATCDAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM ALEX DISCUSSION NUMBER  20
NATIONAL WEATHER SERVICE MIAMI FL
5 AM EDT SAT AUG 01 1998
 
THE CENTER OF ALEX HAS BEEN PARTIALLY EXPOSED MOST OF THE NIGHT 
WITH A MODEST AREA OF DEEP CONVECTION JUST TO THE NORTH.  RECENTLY
SOME DEEP CONVECTION HAS RETURNED NEAR THE CENTER.  ALEX WILL BE
MAINTAINED AS A MINIMUM TROPICAL STORM...35 KNOTS... FOR THIS
ADVISORY.  
 
IN ITS WEAKEN STATE ALEX/S MOTION IS BEING CONTROLLED BY LOW-LEVEL
TROPOSPHERIC STEERING...AND THE INITIAL MOTION ESTIMATE IS 275/12
KNOTS.  AS STATED IN THE PREVIOUS ADVISORY THE TRACK AND INTENSITY
FORECASTS FOR ALEX ARE INTERTWINED. DATA FROM THE G-IV HIGH-ALTITUDE
JET AIRCRAFT MISSION FRIDAY AFTERNOON REVEALED 30-40 KNOT SOUTH/
SOUTHWEST WINDS BETWEEN 200 AND 250 MB IN THE VICINITY OF THE
SYSTEM.  WATER VAPOR IMAGERY SHOWS A MID- TO UPPER-LEVEL LOW ABOUT
11 DEG NW OF ALEX HELPING TO BACK THE FLOW OVER THE EASTERN
CARIBBEAN.  SO...THE SOUTH/SOUTHWESTERLY VERTICAL WIND SHEAR IS
EXPECTED TO PERSIST.  IF THE SHEAR DID RELAX ALEX COULD STRENGTHEN
AND TURN MORE WEST-NORTHWEST AND NORTHWEST... AND MOST OF THE TRACK
MODEL GUIDANCE SHOWS THIS SCENARIO.  THIS SEEMS LIKE A LESS
PLAUSIBLE POSSIBILITY.

THE OFFICIAL FORECAST CALLS FOR A GENERAL WESTWARD HEADING THROUGH
24 HOURS WITH A MORE WEST-NORTHWEST THEN NORTHWEST TRACK THEREAFTER.

THIS IS VERY SIMILAR TO THE PREVIOUS PACKAGE AND IS IN CLOSE
AGREEMENT WITH BAM SHALLOW.  WITH THE VERTICAL WIND SHEAR EXPECTED
TO CONTINUE THE INTENSITY FORECAST IS UNCHANGED FROM THE PREVIOUS
ADVISORY KEEPING THE SYSTEM AS A MINIMUM TROPICAL STORM THROUGH 
72 HOURS.

THE ISSUE OF POSTING A TROPICAL STORM WATCH OR WARNING FOR A PORTION
OF THE LEEWARD ISLANDS WILL BE CONSIDERED LATER TODAY.  

GUINEY
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     01/0900Z 16.1N  53.6W    35 KTS
12HR VT     01/1800Z 16.4N  55.6W    35 KTS
24HR VT     02/0600Z 17.2N  58.1W    35 KTS
36HR VT     02/1800Z 18.4N  60.5W    35 KTS
48HR VT     03/0600Z 20.0N  62.5W    35 KTS
72HR VT     04/0600Z 24.0N  66.0W    35 KTS
 
 
NNNN
"
Tropical Storm,Alex,21,1998-08-01T15:00:00Z,"ZCZC MIATCDAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM ALEX DISCUSSION NUMBER  21
NATIONAL WEATHER SERVICE MIAMI FL
11 AM EDT SAT AUG 01 1998
 
ALEX CONTINUES IN A SHEARED STATE WITH THE CENTER EXPOSED AND
LOCATED TO THE SOUTH OF THE CONVECTION.  DEEP CONVECTION REMAINS TO
THE NORTH WHERE WINDS ARE PROBABLY REACHING TROPICAL STORM FORCE.
ALTHOUGH T-NUMBERS ARE LOWER...THE CI NUMBERS SUGGEST THAT THE
SYSTEM IS STILL A TROPICAL STORM.  WE WILL WAIT FOR THE
RECONNAISSANCE PLANE WHICH WILL BE IN THE AREA LATER TODAY...TO
DETERMINE IF THE SYSTEM HAS WEAKENED TO A DEPRESSION OR NOT.  THE
STRONG SOUTHERLY SHEAR IS LIKELY TO PERSIST SO STRENGTHENING IS NOT
FORECAST.  HOWEVER...ALL OF THE INTENSITY FORECAST MODELS...SUGGEST
A MODEST STRENGTHENING BEYOND 48 HOURS AS THE SHEAR RELAXES. THIS
COULD HAPPEN ONLY IS ALEX SURVIVES THAT LONG.  FOR NOW...WE WILL
KEEP THE WINDS AT 35 KNOTS.
 
ALEX HAS TURNED MORE TO WEST-NORTHWEST...AS EXPECTED...AND THE
INITIAL MOTION IS 290/13. THIS GENERAL TRACK IS FORECAST TO CONTINUE
TROUGH 72 HOURS AS SUGGESTED BY MOST OF THE GUIDANCE. THE OFFICIAL
FORECAST IS CLOSE TO THE GFDL.  ON THIS TRACK THE CENTER OF ALEX
WILL PASS TO THE NORTH OF THE LEEWARD ISLANDS WITH MOST OF THE
SHOWERS AND SQUALLS WELL TO THE NORTH OF THE CENTER OVER THE OPEN
ATLANTIC.  BASED ON THIS FORECAST...WATCHES OR WARNINGS ARE NOT
REQUIRED FOR THE LEEWARD ISLANDS.
 
AVILA
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     01/1500Z 17.5N  55.0W    35 KTS
12HR VT     02/0000Z 18.0N  57.2W    35 KTS
24HR VT     02/1200Z 19.0N  59.5W    35 KTS
36HR VT     03/0000Z 20.0N  61.5W    35 KTS
48HR VT     03/1200Z 21.5N  63.5W    35 KTS
72HR VT     04/1200Z 24.5N  68.5W    35 KTS
 
 
NNNN
"
